Union Jacks Chiswick,,4f744d3be4b04d68f06ea2cc,51.49242519,-0.258784654
Fratelli la Bufala,,4f785afde4b05c37fc4bbd31,51.51136753,-0.133031594
Meter,,,51.5244952,-0.0875496
Cinnamon Soho,,4f68d03ce4b05eede56bbf3b,51.51237332,-0.138663631
Quilon,,4ac518ddf964a5208aa920e3,51.49865942,-0.13754737
La Bodega Negra,,4f58871de4b0a386de409b3a,51.51341954,-0.129675349
Umami,,4f737be3e4b05b6a692052ca,51.49501464,-0.183537736
Sticks n' Sushi,,4f5a579ae4b0e4b75ef8e0fe,51.42271068,-0.209394578
The Jugged Hare,,4f3be67f6d860dd7f857480f,51.52086265,-0.092192888
Bubbas,,4f58f747e4b003e668d09bef,51.43989614,-0.105639872
Blacksmith and the Toffee Maker,,4f4cff3ee4b027c8729fd37c,51.52803954,-0.10464676
Galvin Demoiselle,,4f9c1b86e4b060642f51d4ac,51.49938155,-0.162029615
Cotidie,,4f49405be4b0cf7a073a91e3,51.52160645,-0.151531294
Hawksmoor Spitalfields,,4ac518c0f964a520aba320e3,51.52141815,-0.075714
Pizza Pilgrims,,4f535cffd5fb7affc7821c63,51.51161373,-0.134625435
Ceviche,,4ed619be0cd6b3fd4c41cff4,51.51435128,-0.131943226
Market Cafe,,4f4691bee4b0de07e5e5d0ef,51.53572523,-0.062119961
Gregg's Table,,4fbc2523e4b0c3466b584e04,51.49758299,-0.080956673
Meursault,,4f919efde4b0ad245608d442,51.49852912,-0.183843453
Bistro Union,,4f36cda5e4b00af1794f9e73,51.45437742,-0.139861481
Orchard,,4f37cf90754a71c7143b5f6b,51.51842392,-0.121321678
10 Greek Street,,4f303344e4b050b64c023d55,51.514456,-0.130907
Mele & Pere,,4f1c50610cd67469c7abc69d,51.51156699,-0.135623217
52 North,,,51.5149762,-0.1374652
Hix Belgravia,,4f2a4a41e4b0e71ff8be87ce,51.49684146,-0.155525208
Karpo,,4f31a5d0e4b0f41ae7cb4822,51.52992033,-0.123960915
Bar Galante,,4f1875ade4b038fa35f7241f,51.49282731,-0.167210384
Cafe Le Cordon Bleu,,4f1042e3e4b0aabf166ca2a2,51.51874381,-0.123796944
The Oyster Shed,,4f1d5a8fe4b0c74ef3c7400d,51.50921656,-0.089746714
The Meat People,,4f0b659ae4b0cc066f384c66,51.53645932,-0.101709366
Dabbous,,4f19c813e4b0808f629d5426,51.52019979,-0.135055512
Enoteca Super Tuscan,,4f595697e4b07f0bf5b2a411,51.51832133,-0.07765457
Leon De Bruxelles,,4ee27717c2eee7f3576f91cc,51.51344323,-0.129132271
Pitt Cue Co.,,4f0c8cf2e4b03e7495e87c79,51.5132709,-0.138365208
Blue Elephant,,4f1dc6a0e4b08fa66732c593,51.47316137,-0.181119304
The Lounge,,,51.513802,-0.188329
Tom Aikens,,4ac518e1f964a5205daa20e3,51.49166185,-0.167490694
Quo Vadis,,4ac518d4f964a520bda720e3,51.5139699,-0.132721
Antico,,4e8b62e6d22dbf0a91d0d8d1,51.49795202,-0.081376187
Burger and Lobster,,4eea45ad99111dae87cfdbd1,51.50711784,-0.145627872
Dstrkt,,4ee8f1209adfd1b4c3c38e69,51.5103571,-0.132297248
Obika,,4d64346d5aaa8eec0ea55b9f,51.50518985,-0.021629333
Baku,,4ee37e7f9adf3982fe8c0f82,51.49874682,-0.159331055
Angel and Crown,,4b461d1af964a520ce1626e3,51.51097271,-0.12697041
The Delaunay,,4ede68fdbe7be2833c6a17a2,51.51319037,-0.118036048
Da Giovanni,,4eb78950dab4fe5112895b61,51.52472443,-0.14218538
Flute Champagne Bar,,4ebbee78f9f46a27dc70d534,51.51716878,-0.141400695
Novikov Berkeley,,4e805fb2dab41c952c505ffc,51.50777846,-0.142850444
Pizarro,,4e4ff77e52b1e893ad62a5a9,51.49841921,-0.08117128
Bukowski Grill,,4ec4f2787beb90d7e2ceec9d,51.52346414,-0.075659752
Velo,,4ed4bcab7beb5f8ffac8e762,51.5042883,-0.082451105
Alyn Williams at The Westbury,,4f43fe4ae4b05b69c84c7e40,51.51146945,-0.142283706
Mishkin's,,4ece36c55c5c9528f6b88b59,51.5125257,-0.120450176
34,,4ee0de839911bd13a9681799,51.51025105,-0.152124274
Colchis,,4ec2e4498b817d2b85060d09,51.51332449,-0.194320539
Soif,,4ec4d75b10812949d7444adf,51.46089255,-0.16397953
Kitchen Joel Antunes,,4ede4a297bebc2945558bbab,51.51101278,-0.141330957
Iberica Cabot Square,,4ece36856c2510acde6a49c5,51.50531732,-0.022211604
Downtown Mayfair,,4ebf01c49a52cce4f3337270,51.5122204,-0.141156722
Harvey Nichols 5th Floor Cafe,,4b4c4ac5f964a52093b026e3,51.50165032,-0.159988403
Granger & Co,,4ec4e8d4e5fa74ea532200f6,51.51475,-0.197544
Union Jacks,,4eb05ca27beb08c1a632a2be,51.51571332,-0.127673149
Bincho EC1,,4ecce98ccc215616125ffcd6,51.52624903,-0.108499902
Goodman Canary Wharf,,4ec003c330f82a2e1339443b,51.50206411,-0.018331806
Tapas Revolution Bluewater,,4ed90c680e61d46ad656a600,51.4376938,0.270568178
Morgan M Barbican,,4ece6ea64fc68d9eb3efbea4,51.51933186,-0.099853277
Greenleaf Kitchen,,4ec4080f99119e3a0ae07b31,51.51994165,-0.117140048
MEATliquor,,4eaef4f4722e4efd614ddb80,51.51546592,-0.148388468
Cabana,,4ecb91fff790bc9a814d51f3,51.51581355,-0.127659349
Aurelia,,4eb7a18e82313162702b73b7,51.50978415,-0.141105652
The Atrium,,4ac518dbf964a52013a920e3,51.49673795,-0.12599979
Cuisine de Bar by Poilane,,4ea85765e3003a42bcf12fac,51.49215,-0.159647
Chakra,,4eb0fccc003940a4cd389006,51.50842193,-0.200253725
The Young Turks at the Ten Bells,,4f47ee93e4b01863527fc7dc,51.519069,-0.074511
Carom,,4ed1348430f81894af49af32,51.5133839,-0.133845243
Old Tom's Bar,,4f108084e4b019e990215c3a,51.51278889,-0.0834167
Hawksmoor Guildhall,,4e9d32995503b4a7c128d043,51.51565265,-0.091143076
Assemblage,,4f594ff3e4b05b5a09964d46,51.5230056,-0.0405366
Wild Food Cafe,,4ea910a7003973c1923a3357,51.51455993,-0.126391053
Shaker and Company,,4e9b20d4754aab1ca9dc046c,51.528057,-0.13866
The Balcon,,4e9ef7867beb438c5e78e20b,51.5073535,-0.132211447
Hampshire Hog,,4e988480d22d4d655ac32ea8,51.49277227,-0.235538294
Fornata,,4e98368a02d5a3943708d39d,51.51264787,-0.139367876
Copita,,4e906b718b81c6df65af25bd,51.514605,-0.136321
Lawn Bistro,,4edb9ed930f83fb79e16baa0,51.42538359,-0.218009949
Rib Room at the Jumeriah,,4ac518dcf964a52044a920e3,51.498351,-0.158754
The Rookery,,4e8d88ff0039a26265603f19,51.45710892,-0.143229961
The Dorsia,,4e791e988877ce31d210b81e,51.495615,-0.173799
One Blenheim Terrace,,4e7249e9aeb79ea09553f54c,51.535224,-0.181657
Bread Street Kitchen,,4e1ed9ddae60cd553deae5cd,51.51346994,-0.096731186
Duck Soup,,4e85ad77e5fab0fb1125fc54,51.51325734,-0.132282573
10 Cases,,4e653257b993678bb7ca6e65,51.51442973,-0.124351233
Wolfgang Puck's Cut,,4d658fad129d60fc8cb814c2,51.506623,-0.151920319
36,,4ac518b8f964a52076a120e3,51.505618,-0.13945
Senkai,,4e569e0b1f6ecd24d016177d,51.509858,-0.13661
Meatballs,,4e3a64ff091a8068d7605b05,51.52471242,-0.110163689
Roti Chai,,4e578dbfb9935d203cf9b155,51.51463486,-0.155859535
Suda,,4e104d56922ec672352e7631,51.51236156,-0.126900673
Elliot's Cafe,,4dfce79d45ddebdfeaac268e,51.505511,-0.091301
Hedone,,4e53a7e0d4c05e0079f45971,51.4929,-0.26791585
Devonshire Arms,,4e53a7e0d4c05e0079f45971,51.4929,-0.26791585
The Gallery,,4b4e0168f964a520dcdd26e3,51.51124369,-0.142892913
Assaggini,,4e14f263d4c0e3d78b28e1e7,51.5225,-0.1141
Bistro du Vin Soho,,,51.5135103,-0.1320712
Roganic,,4e09e7ab1838eb15af1281c9,51.51846274,-0.153145377
Galoupet,,4e272ba47d8b5ea7247b1158,51.497772,-0.164734
